Time,Va,Vb,Vc ,Ia,Ib,Ic,Va_cap,Vb_cap,Vc_cap,Ia_flt,Ib_flt,Ic_flt
0,-0.000912,-0.86551,0.86642,-49.527,49.593,-0.066163,-0.44331,0.1721,0.2712,0,0,0
6.25E-09,-0.00090964,-0.86551,0.86642,-49.527,49.593,-0.066027,-0.44331,0.1721,0.2712,0,0,0
6.25E-09,-0.00090964,-0.86551,0.86642,-49.527,49.593,-0.066027,-0.44331,0.1721,0.2712,0,0,0
8.36E-07,-0.00059741,-0.86567,0.86626,-49.536,49.585,-0.048048,-0.44329,0.17197,0.27132,0,0,0
1.66E-06,-0.00028531,-0.86582,0.86611,-49.545,49.576,-0.030119,-0.44327,0.17184,0.27143,0,0,0
2.42E-06,3.77E-07,-0.86597,0.86597,-49.554,49.567,-0.013723,-0.44325,0.17173,0.27153,0,0,0
2.42E-06,3.77E-07,-0.86597,0.86597,-49.554,49.567,-0.013723,-0.44325,0.17173,0.27153,0,0,0
4.25E-06,0.00068811,-0.86631,0.86562,-49.574,49.548,0.025714,-0.44321,0.17144,0.27177,0,0,0
7.04E-06,0.0017386,-0.86683,0.8651,-49.604,49.518,0.085903,-0.44315,0.17101,0.27215,0,0,0
1.19E-05,0.0035817,-0.86775,0.86417,-49.656,49.465,0.19145,-0.44304,0.17025,0.2728,0,0,0
2.30E-05,0.0077556,-0.86982,0.86206,-49.775,49.345,0.43044,-0.44279,0.16852,0.27427,0,0,0
6.84E-05,0.024877,-0.87814,0.85326,-50.254,48.843,1.4108,-0.44168,0.1614,0.28028,0,0,0
9.84E-05,0.036181,-0.88349,0.84731,-50.561,48.503,2.0581,-0.44088,0.15668,0.2842,0,0,0
0.000128425,0.04748,-0.88873,0.84125,-50.863,48.158,2.7051,-0.44002,0.15194,0.28808,0,0,0
0.000158425,0.058773,-0.89386,0.83508,-51.158,47.806,3.3517,-0.4391,0.14717,0.29193,0,0,0
0.000188425,0.070058,-0.89887,0.82881,-51.446,47.448,3.998,-0.43813,0.14239,0.29574,0,0,0
0.000288425,0.1076,-0.91474,0.80714,-52.359,46.211,6.1481,-0.43448,0.12632,0.30816,0,0,0
0.000388425,0.145,-0.92931,0.78432,-53.198,44.908,8.2896,-0.43021,0.11007,0.32014,0,0,0
0.000488425,0.18218,-0.94256,0.76038,-53.961,43.541,10.42,-0.42533,0.093665,0.33167,0,0,0
0.000588425,0.21911,-0.95448,0.73537,-54.648,42.113,12.535,-0.41985,0.077126,0.34272,0,0,0
0.000688425,0.25573,-0.96503,0.70931,-55.256,40.624,14.632,-0.41377,0.060477,0.35329,0,0,0
0.000788425,0.29198,-0.97422,0.68224,-55.787,39.077,16.71,-0.4071,0.043743,0.36336,0,0,0
0.000888425,0.32782,-0.98202,0.6542,-56.238,37.475,18.763,-0.39985,0.026946,0.37291,0,0,0
0.000988425,0.36319,-0.98842,0.62523,-56.61,35.82,20.79,-0.39204,0.010111,0.38193,0,0,0
0.001088425,0.39804,-0.99342,0.59538,-56.9,34.113,22.788,-0.38367,-0.0067378,0.3904,0,0,0
0.001188425,0.43233,-0.99701,0.56468,-57.111,32.358,24.753,-0.37475,-0.023577,0.39832,0,0,0
0.001288425,0.46601,-0.99918,0.53317,-57.24,30.556,26.683,-0.3653,-0.040383,0.40568,0,0,0
0.001388425,0.49902,-0.99993,0.50091,-57.287,28.711,28.576,-0.35533,-0.057132,0.41246,0,0,0
0.001488425,0.53133,-0.99926,0.46794,-57.254,26.826,30.428,-0.34485,-0.073799,0.41865,0,0,0
0.001588425,0.56288,-0.99717,0.4343,-57.139,24.901,32.237,-0.33388,-0.090361,0.42424,0,0,0
0.001688425,0.59363,-0.99367,0.40004,-56.942,22.942,34,-0.32244,-0.10679,0.42924,0,0,0
0.001788425,0.62353,-0.98875,0.36522,-56.665,20.949,35.716,-0.31054,-0.12308,0.43362,0,0,0
0.001888425,0.65255,-0.98242,0.32987,-56.308,18.927,37.38,-0.2982,-0.13918,0.43739,0,0,0
0.001988425,0.68064,-0.9747,0.29406,-55.87,16.878,38.992,-0.28544,-0.15509,0.44053,0,0,0
0.002088425,0.70777,-0.9656,0.25783,-55.353,14.804,40.548,-0.27227,-0.17078,0.44305,0,0,0
0.002188425,0.73389,-0.95512,0.22123,-54.757,12.71,42.047,-0.25871,-0.18623,0.44493,0,0,0
0.002288425,0.75897,-0.94329,0.18432,-54.084,10.597,43.487,-0.24478,-0.20141,0.44619,0,0,0
0.002388425,0.78296,-0.93011,0.14715,-53.333,8.469,44.864,-0.23051,-0.2163,0.44681,0,0,0
0.002488425,0.80585,-0.91562,0.10977,-52.507,6.3288,46.178,-0.21591,-0.23089,0.4468,0,0,0
0.002588425,0.82759,-0.89982,0.072231,-51.607,4.1795,47.427,-0.201,-0.24514,0.44614,0,0,0
0.002688425,0.84815,-0.88274,0.03459,-50.632,2.0242,48.608,-0.18581,-0.25905,0.44486,0,0,0
0.002780205,0.86597,-0.86597,-3.77E-07,-49.675,0.043305,49.632,-0.17163,-0.2715,0.44312,0,0,0
0.002780205,0.86597,-0.86597,-3.77E-07,-49.675,0.043305,49.632,-0.17163,-0.2715,0.44312,0,0,0
0.002880205,0.8842,-0.84651,-0.037688,-48.564,-2.1151,50.679,-0.15595,-0.28468,0.44063,0,0,0
0.002980205,0.90117,-0.82585,-0.075322,-47.385,-4.2705,51.655,-0.14004,-0.29746,0.43751,0,0,0
0.003080205,0.91686,-0.80401,-0.11285,-46.138,-6.4201,52.558,-0.12394,-0.30982,0.43376,0,0,0
0.003180205,0.93125,-0.78103,-0.15022,-44.825,-8.5606,53.386,-0.10766,-0.32174,0.4294,0,0,0
0.003280205,0.94431,-0.75694,-0.18737,-43.449,-10.689,54.138,-0.091232,-0.3332,0.42443,0,0,0
0.003380205,0.95604,-0.73178,-0.22426,-42.011,-12.802,54.813,-0.074671,-0.34418,0.41885,0,0,0
0.003480205,0.9664,-0.70558,-0.26082,-40.513,-14.898,55.411,-0.058003,-0.35468,0.41268,0,0,0
0.003580205,0.97539,-0.67837,-0.29702,-38.958,-16.972,55.93,-0.041253,-0.36467,0.40593,0,0,0
0.003680205,0.983,-0.6502,-0.3328,-37.347,-19.022,56.369,-0.024445,-0.37415,0.39859,0,0,0
0.003780205,0.98921,-0.62111,-0.3681,-35.683,-21.046,56.729,-0.0076011,-0.38309,0.39069,0,0,0
0.003880205,0.99401,-0.59113,-0.40288,-33.969,-23.039,57.008,0.0092533,-0.39149,0.38223,0,0,0
0.003980205,0.9974,-0.56031,-0.43709,-32.206,-25,57.206,0.026095,-0.39933,0.37323,0,0,0
0.004080205,0.99937,-0.5287,-0.47067,-30.397,-26.925,57.323,0.042899,-0.4066,0.3637,0,0,0
0.004180205,0.99992,-0.49633,-0.50359,-28.546,-28.813,57.358,0.059642,-0.41329,0.35365,0,0,0
0.004280205,0.99905,-0.46326,-0.53579,-26.654,-30.659,57.313,0.076301,-0.4194,0.3431,0,0,0
0.004380205,0.99677,-0.42954,-0.56723,-24.723,-32.462,57.186,0.092851,-0.42491,0.33206,0,0,0
0.004480205,0.99306,-0.3952,-0.59786,-22.758,-34.219,56.977,0.10927,-0.42981,0.32055,0,0,0
0.004580205,0.98795,-0.3603,-0.62765,-20.761,-35.927,56.688,0.12553,-0.43411,0.30858,0,0,0
0.004680205,0.98143,-0.32489,-0.65654,-18.734,-37.585,56.318,0.14162,-0.43779,0.29617,0,0,0
0.004780205,0.97351,-0.28901,-0.6845,-16.68,-39.189,55.869,0.1575,-0.44084,0.28334,0,0,0
0.004880205,0.96421,-0.25273,-0.71149,-14.603,-40.737,55.34,0.17316,-0.44327,0.27011,0,0,0
0.004980205,0.95355,-0.21608,-0.73746,-12.505,-42.228,54.733,0.18857,-0.44507,0.25649,0,0,0
0.005080205,0.94152,-0.17913,-0.76239,-10.389,-43.658,54.047,0.20372,-0.44623,0.24251,0,0,0
0.005180205,0.92816,-0.14193,-0.78624,-8.2584,-45.027,53.286,0.21857,-0.44676,0.22819,0,0,0
0.005280205,0.91348,-0.10452,-0.80896,-6.1161,-46.332,52.448,0.23312,-0.44666,0.21354,0,0,0
0.005380205,0.89751,-0.066965,-0.83054,-3.9652,-47.571,51.536,0.24733,-0.44592,0.19858,0,0,0
0.005480205,0.88025,-0.029315,-0.85094,-1.8087,-48.743,50.551,0.26119,-0.44454,0.18335,0,0,0
0.005557982,0.86597,3.77E-07,-0.86597,-0.12945,-49.606,49.736,0.27172,-0.44303,0.17131,0,0,0
0.005557982,0.86597,3.77E-07,-0.86597,-0.12945,-49.606,49.736,0.27172,-0.44303,0.17131,0,0,0
0.005657982,0.84651,0.037688,-0.8842,2.0295,-50.654,48.624,0.28491,-0.44054,0.15563,0,0,0
0.005757982,0.82585,0.075322,-0.90117,4.1855,-51.629,47.444,0.29769,-0.43742,0.13972,0,0,0
0.005857982,0.80401,0.11285,-0.91686,6.3356,-52.531,46.196,0.31005,-0.43367,0.12362,0,0,0
0.005957982,0.78103,0.15022,-0.93125,8.4766,-53.359,44.882,0.32198,-0.42931,0.10733,0,0,0
0.006057982,0.75694,0.18737,-0.94431,10.606,-54.111,43.505,0.33344,-0.42434,0.090898,0,0,0
0.006157982,0.73178,0.22426,-0.95604,12.719,-54.786,42.067,0.34443,-0.41876,0.074334,0,0,0
0.006257982,0.70558,0.26082,-0.9664,14.815,-55.383,40.568,0.35493,-0.41259,0.057663,0,0,0
0.006357982,0.67837,0.29702,-0.97539,16.89,-55.902,39.012,0.36492,-0.40583,0.04091,0,0,0
0.006457982,0.6502,0.3328,-0.983,18.94,-56.341,37.401,0.3744,-0.3985,0.024099,0,0,0
0.006557982,0.6211,0.3681,-0.98921,20.964,-56.701,35.737,0.38334,-0.39059,0.0072526,0,0,0
0.006657982,0.59113,0.40288,-0.99401,22.958,-56.979,34.022,0.39174,-0.38214,-0.0096041,0,0,0
0.006757982,0.56031,0.43709,-0.9974,24.919,-57.177,32.258,0.39958,-0.37313,-0.026448,0,0,0
0.006857982,0.5287,0.47067,-0.99937,26.845,-57.294,30.449,0.40686,-0.3636,-0.043254,0,0,0
0.006957982,0.49633,0.50359,-0.99992,28.732,-57.329,28.597,0.41355,-0.35355,-0.059999,0,0,0
0.007057982,0.46326,0.53579,-0.99905,30.579,-57.283,26.704,0.41966,-0.343,-0.076659,0,0,0
0.007157982,0.42954,0.56723,-0.99677,32.382,-57.156,24.774,0.42517,-0.33196,-0.093211,0,0,0
0.007257982,0.3952,0.59786,-0.99306,34.139,-56.948,22.808,0.43008,-0.32045,-0.10963,0,0,0
0.007357982,0.3603,0.62765,-0.98795,35.848,-56.658,20.81,0.43438,-0.30848,-0.12589,0,0,0
0.007457982,0.32489,0.65654,-0.98143,37.505,-56.288,18.783,0.43805,-0.29607,-0.14198,0,0,0
0.007557982,0.28901,0.6845,-0.97351,39.11,-55.839,16.729,0.44111,-0.28325,-0.15786,0,0,0
0.007657982,0.25273,0.71149,-0.96421,40.658,-55.31,14.651,0.44354,-0.27002,-0.17352,0,0,0
0.007757982,0.21608,0.73746,-0.95355,42.149,-54.702,12.553,0.44534,-0.2564,-0.18894,0,0,0
0.007857982,0.17913,0.76239,-0.94152,43.58,-54.017,10.437,0.4465,-0.24242,-0.20408,0,0,0
0.007957982,0.14193,0.78624,-0.92816,44.949,-53.255,8.3063,0.44703,-0.22809,-0.21894,0,0,0
0.008057982,0.10452,0.80896,-0.91348,46.254,-52.418,6.1638,0.44693,-0.21344,-0.23349,0,0,0
0.008157982,0.066965,0.83054,-0.8975,47.493,-51.506,4.0127,0.44619,-0.19849,-0.2477,0,0,0
0.008257982,0.029314,0.85094,-0.88025,48.665,-50.521,1.856,0.44482,-0.18325,-0.26156,0,0,0
0.008335759,-3.77E-07,0.86597,-0.86597,49.529,-49.705,0.17666,0.44331,-0.17122,-0.27209,0,0,0
0.008335759,-3.77E-07,0.86597,-0.86597,49.529,-49.705,0.17666,0.44331,-0.17122,-0.27209,0,0,0
0.008435759,-0.037688,0.8842,-0.84651,50.577,-48.594,-1.9825,0.44081,-0.15554,-0.28528,0,0,0
0.008535759,-0.075322,0.90117,-0.82584,51.552,-47.414,-4.1386,0.43769,-0.13963,-0.29806,0,0,0
0.008635759,-0.11285,0.91686,-0.80401,52.455,-46.166,-6.2887,0.43395,-0.12353,-0.31042,0,0,0
0.008735759,-0.15022,0.93125,-0.78103,53.283,-44.853,-8.4299,0.42959,-0.10725,-0.32234,0,0,0
0.008835759,-0.18737,0.94431,-0.75694,54.035,-43.476,-10.559,0.42461,-0.090811,-0.3338,0,0,0
0.008935759,-0.22426,0.95604,-0.73178,54.711,-42.038,-12.673,0.41904,-0.074248,-0.34479,0,0,0
0.009035759,-0.26082,0.9664,-0.70558,55.308,-40.54,-14.769,0.41286,-0.057578,-0.35529,0,0,0
0.009135759,-0.29702,0.97539,-0.67837,55.827,-38.984,-16.843,0.40611,-0.040826,-0.36528,0,0,0
0.009235759,-0.3328,0.983,-0.6502,56.267,-37.373,-18.894,0.39877,-0.024015,-0.37475,0,0,0
0.009335759,-0.3681,0.9892,-0.6211,56.627,-35.709,-20.918,0.39087,-0.0071702,-0.3837,0,0,0
0.009435759,-0.40288,0.99401,-0.59113,56.906,-33.994,-22.912,0.38241,0.0096856,-0.39209,0,0,0
0.009535759,-0.43709,0.9974,-0.56031,57.104,-32.231,-24.873,0.37341,0.026528,-0.39993,0,0,0
0.009635759,-0.47067,0.99937,-0.5287,57.221,-30.423,-26.799,0.36387,0.043333,-0.40721,0,0,0
0.009735759,-0.50359,0.99992,-0.49633,57.257,-28.571,-28.686,0.35382,0.060078,-0.4139,0,0,0
0.009835759,-0.53579,0.99905,-0.46326,57.212,-26.679,-30.533,0.34327,0.076737,-0.42001,0,0,0
0.009935759,-0.56723,0.99677,-0.42954,57.085,-24.749,-32.336,0.33223,0.093287,-0.42552,0,0,0
0.010035759,-0.59786,0.99306,-0.3952,56.877,-22.783,-34.094,0.32071,0.10971,-0.43042,0,0,0
0.010135759,-0.62765,0.98795,-0.3603,56.588,-20.786,-35.802,0.30874,0.12597,-0.43471,0,0,0
0.010235759,-0.65654,0.98143,-0.32489,56.219,-18.759,-37.46,0.29634,0.14205,-0.43839,0,0,0
0.010335759,-0.6845,0.97351,-0.28901,55.77,-16.705,-39.064,0.28351,0.15794,-0.44144,0,0,0
0.010435759,-0.71149,0.96421,-0.25273,55.242,-14.628,-40.613,0.27027,0.1736,-0.44387,0,0,0
0.010535759,-0.73746,0.95355,-0.21608,54.635,-12.53,-42.104,0.25665,0.18901,-0.44566,0,0,0
0.010635759,-0.76239,0.94152,-0.17913,53.95,-10.415,-43.535,0.24267,0.20415,-0.44683,0,0,0
0.010735759,-0.78624,0.92816,-0.14193,53.189,-8.2844,-44.905,0.22834,0.21901,-0.44735,0,0,0
0.010835759,-0.80896,0.91348,-0.10452,52.352,-6.1424,-46.21,0.21369,0.23355,-0.44724,0,0,0
0.010935759,-0.83054,0.8975,-0.066965,51.441,-3.9917,-47.449,0.19873,0.24777,-0.4465,0,0,0
0.011035759,-0.85094,0.88025,-0.029315,50.457,-1.8354,-48.621,0.1835,0.26163,-0.44512,0,0,0
0.011113537,-0.86597,0.86597,3.77E-07,49.642,-0.15636,-49.485,0.17146,0.27215,-0.44361,0,0,0
0.011113537,-0.86597,0.86597,3.77E-07,49.642,-0.15636,-49.485,0.17146,0.27215,-0.44361,0,0,0
0.011213537,-0.88419,0.84651,0.037688,48.531,2.0024,-50.533,0.15577,0.28534,-0.44111,0,0,0
0.011313537,-0.90117,0.82584,0.075322,47.351,4.1581,-51.509,0.13986,0.29812,-0.43799,0,0,0
0.011413537,-0.91686,0.80401,0.11285,46.104,6.3079,-52.412,0.12375,0.31048,-0.43424,0,0,0
0.011513537,-0.93125,0.78103,0.15022,44.792,8.4486,-53.241,0.10747,0.3224,-0.42987,0,0,0
0.011613537,-0.94431,0.75694,0.18737,43.416,10.577,-53.993,0.091032,0.33386,-0.42489,0,0,0
0.011713537,-0.95604,0.73178,0.22426,41.978,12.691,-54.669,0.074465,0.34485,-0.41931,0,0,0
0.011813537,-0.9664,0.70558,0.26082,40.481,14.786,-55.267,0.057791,0.35534,-0.41313,0,0,0
0.011913537,-0.97539,0.67837,0.29702,38.925,16.861,-55.786,0.041035,0.36534,-0.40637,0,0,0
0.012013537,-0.983,0.6502,0.3328,37.315,18.911,-56.226,0.02422,0.37481,-0.39903,0,0,0
0.012113537,-0.9892,0.6211,0.3681,35.652,20.935,-56.586,0.0073707,0.38375,-0.39112,0,0,0
0.012213537,-0.99401,0.59113,0.40288,33.938,22.928,-56.866,-0.0094895,0.39215,-0.38266,0,0,0
0.012313537,-0.9974,0.56031,0.43709,32.175,24.889,-57.065,-0.026336,0.39998,-0.37365,0,0,0
0.012413537,-0.99937,0.5287,0.47067,30.367,26.815,-57.182,-0.043146,0.40726,-0.36411,0,0,0
0.012513537,-0.99992,0.49633,0.50359,28.516,28.702,-57.219,-0.059895,0.41395,-0.35405,0,0,0
0.012613537,-0.99905,0.46326,0.53579,26.625,30.549,-57.174,-0.076559,0.42005,-0.34349,0,0,0
0.012713537,-0.99677,0.42954,0.56723,24.695,32.352,-57.047,-0.093115,0.42556,-0.33245,0,0,0
0.012813537,-0.99306,0.3952,0.59786,22.73,34.109,-56.84,-0.10954,0.43046,-0.32093,0,0,0
0.012913537,-0.98795,0.3603,0.62765,20.733,35.818,-56.551,-0.12581,0.43476,-0.30895,0,0,0
0.013013537,-0.98143,0.32489,0.65654,18.707,37.475,-56.182,-0.1419,0.43843,-0.29653,0,0,0
0.013113537,-0.97351,0.28901,0.6845,16.654,39.08,-55.734,-0.15778,0.44148,-0.2837,0,0,0
0.013213537,-0.96421,0.25273,0.71149,14.577,40.628,-55.206,-0.17345,0.44391,-0.27046,0,0,0
0.013313537,-0.95355,0.21608,0.73746,12.48,42.119,-54.599,-0.18887,0.4457,-0.25683,0,0,0
0.013413537,-0.94152,0.17913,0.76239,10.365,43.551,-53.915,-0.20402,0.44686,-0.24284,0,0,0
0.013513537,-0.92816,0.14193,0.78624,8.2348,44.92,-53.154,-0.21888,0.44739,-0.22851,0,0,0
0.013613537,-0.91348,0.10452,0.80896,6.0931,46.225,-52.318,-0.23343,0.44728,-0.21385,0,0,0
0.013713537,-0.8975,0.066965,0.83054,3.9428,47.464,-51.407,-0.24764,0.44653,-0.19889,0,0,0
0.013813537,-0.88025,0.029315,0.85094,1.7868,48.637,-50.423,-0.26151,0.44515,-0.18364,0,0,0
0.013891314,-0.86597,-3.77E-07,0.86597,0.10804,49.5,-49.608,-0.27204,0.44364,-0.1716,0,0,0
0.013891314,-0.86597,-3.77E-07,0.86597,0.10804,49.5,-49.608,-0.27204,0.44364,-0.1716,0,0,0
0.013928675,-0.85884,-0.014084,0.87292,-0.69854,49.9,-49.202,-0.27702,0.44278,-0.16576,0,0,0
0.014028675,-0.83893,-0.051758,0.89068,-2.8563,50.922,-48.065,-0.29006,0.44004,-0.14998,0,0,0
0.014128675,-0.81782,-0.089358,0.90718,-5.0099,51.87,-46.861,-0.30269,0.43668,-0.13399,0,0,0
0.014228675,-0.79556,-0.12683,0.92239,-7.1565,52.746,-45.589,-0.31489,0.4327,-0.1178,0,0,0
0.014328675,-0.77216,-0.16412,0.93628,-9.2929,53.546,-44.253,-0.32665,0.4281,-0.10145,0,0,0
0.014428675,-0.74767,-0.20118,0.94885,-11.416,54.27,-42.854,-0.33794,0.42289,-0.084955,0,0,0
0.014528675,-0.72211,-0.23796,0.96007,-13.523,54.917,-41.394,-0.34875,0.41709,-0.068338,0,0,0
0.014628675,-0.69553,-0.27439,0.96992,-15.611,55.486,-39.875,-0.35907,0.41069,-0.051624,0,0,0
0.014728675,-0.66796,-0.31044,0.9784,-17.677,55.975,-38.299,-0.36887,0.40371,-0.034835,0,0,0
0.014828675,-0.63944,-0.34604,0.98548,-19.717,56.386,-36.669,-0.37815,0.39615,-0.017998,0,0,0
0.014928675,-0.61001,-0.38116,0.99116,-21.73,56.716,-34.986,-0.3869,0.38803,-0.0011341,0,0,0
0.015028675,-0.57971,-0.41573,0.99544,-23.711,56.966,-33.254,-0.39509,0.37936,0.015731,0,0,0
0.015128675,-0.54859,-0.44971,0.9983,-25.659,57.134,-31.475,-0.40273,0.37015,0.032575,0,0,0
0.015228675,-0.51669,-0.48305,0.99974,-27.571,57.221,-29.65,-0.40979,0.36042,0.049372,0,0,0
0.015328675,-0.48406,-0.51571,0.99976,-29.444,57.227,-27.784,-0.41627,0.35017,0.066099,0,0,0
0.015428675,-0.45074,-0.54763,0.99837,-31.274,57.152,-25.878,-0.42215,0.33942,0.082732,0,0,0
0.015528675,-0.41678,-0.57877,0.99555,-33.06,56.995,-23.935,-0.42744,0.32819,0.099249,0,0,0
0.015628675,-0.38222,-0.60909,0.99132,-34.8,56.758,-21.958,-0.43212,0.3165,0.11562,0,0,0
0.015728675,-0.34712,-0.63855,0.98567,-36.49,56.439,-19.95,-0.43619,0.30436,0.13184,0,0,0
0.015828675,-0.31153,-0.6671,0.97863,-38.128,56.041,-17.913,-0.43964,0.29178,0.14786,0,0,0
0.015928675,-0.2755,-0.6947,0.9702,-39.712,55.562,-15.851,-0.44246,0.27879,0.16367,0,0,0
0.016028675,-0.23908,-0.72131,0.96039,-41.239,55.005,-13.766,-0.44466,0.2654,0.17926,0,0,0
0.016128675,-0.20231,-0.7469,0.94921,-42.708,54.369,-11.661,-0.44622,0.25164,0.19458,0,0,0
0.016228675,-0.16526,-0.77143,0.93669,-44.116,53.657,-9.5402,-0.44715,0.23751,0.20963,0,0,0
0.016328675,-0.12797,-0.79486,0.92283,-45.462,52.867,-7.4054,-0.44744,0.22305,0.22439,0,0,0
0.016428675,-0.090505,-0.81716,0.90766,-46.743,52.003,-5.2601,-0.4471,0.20828,0.23882,0,0,0
0.016528675,-0.052907,-0.8383,0.89121,-47.958,51.065,-3.1072,-0.44612,0.1932,0.25292,0,0,0
0.016628675,-0.015235,-0.85825,0.87348,-49.104,50.054,-0.94976,-0.44451,0.17785,0.26666,0,0,0
0.01666909,3.77E-07,-0.86597,0.86597,-49.548,49.625,-0.077229,-0.44368,0.17158,0.2721,0,0,0
0.01666909,3.77E-07,-0.86597,0.86597,-49.548,49.625,-0.077229,-0.44368,0.17158,0.2721,0,0,0
0.01676909,0.037687,-0.88419,0.84651,-50.596,48.515,2.0813,-0.44118,0.15588,0.2853,0,0,0
0.01686909,0.075322,-0.90117,0.82585,-51.572,47.335,4.237,-0.43806,0.13996,0.2981,0,0,0
0.01696909,0.11285,-0.91686,0.80401,-52.475,46.089,6.3868,-0.43431,0.12385,0.31047,0,0,0
0.01706909,0.15022,-0.93125,0.78103,-53.304,44.776,8.5275,-0.42995,0.10755,0.3224,0,0,0
0.01716909,0.18737,-0.94431,0.75694,-54.057,43.4,10.656,-0.42498,0.091106,0.33387,0,0,0
0.01726909,0.22426,-0.95604,0.73178,-54.733,41.963,12.77,-0.4194,0.074529,0.34487,0,0,0
0.01736909,0.26082,-0.9664,0.70558,-55.331,40.466,14.865,-0.41322,0.057847,0.35538,0,0,0
0.01746909,0.29702,-0.97539,0.67837,-55.85,38.911,16.94,-0.40646,0.041082,0.36538,0,0,0
0.01756909,0.3328,-0.983,0.6502,-56.291,37.3,18.99,-0.39912,0.024259,0.37487,0,0,0
0.01766909,0.3681,-0.9892,0.62111,-56.651,35.637,21.014,-0.39122,0.0074005,0.38382,0,0,0
0.01776909,0.40288,-0.99401,0.59113,-56.931,33.923,23.008,-0.38276,-0.0094682,0.39222,0,0,0
0.01786909,0.43709,-0.9974,0.56031,-57.13,32.161,24.969,-0.37375,-0.026324,0.40007,0,0,0
0.01796909,0.47067,-0.99937,0.5287,-57.248,30.353,26.895,-0.36421,-0.043142,0.40736,0,0,0
0.01806909,0.50359,-0.99992,0.49633,-57.284,28.502,28.782,-0.35416,-0.059899,0.41406,0,0,0
0.01816909,0.53579,-0.99905,0.46326,-57.239,26.61,30.629,-0.3436,-0.076572,0.42018,0,0,0
0.01826909,0.56723,-0.99677,0.42954,-57.113,24.68,32.433,-0.33256,-0.093136,0.42569,0,0,0
0.01836909,0.59786,-0.99306,0.3952,-56.906,22.716,34.19,-0.32104,-0.10957,0.43061,0,0,0
0.01846909,0.62765,-0.98795,0.3603,-56.617,20.718,35.899,-0.30907,-0.12584,0.43491,0,0,0
0.01856909,0.65654,-0.98143,0.32489,-56.249,18.692,37.557,-0.29665,-0.14194,0.43859,0,0,0
0.01866909,0.6845,-0.97351,0.28901,-55.8,16.639,39.161,-0.28382,-0.15784,0.44166,0,0,0
0.01876909,0.71149,-0.96421,0.25273,-55.272,14.562,40.71,-0.27058,-0.17351,0.44409,0,0,0
0.01886909,0.73746,-0.95355,0.21608,-54.666,12.464,42.202,-0.25696,-0.18894,0.44589,0,0,0
0.01896909,0.76239,-0.94152,0.17913,-53.982,10.349,43.633,-0.24297,-0.20409,0.44706,0,0,0
0.01906909,0.78623,-0.92816,0.14193,-53.221,8.2186,45.003,-0.22864,-0.21896,0.4476,0,0,0
0.01916909,0.80896,-0.91348,0.10452,-52.385,6.0766,46.308,-0.21398,-0.23352,0.4475,0,0,0
0.01926909,0.83054,-0.89751,0.066966,-51.474,3.926,47.548,-0.19902,-0.24774,0.44676,0,0,0
0.01936909,0.85094,-0.88025,0.029315,-50.49,1.7698,48.72,-0.18377,-0.26162,0.44539,0,0,0
0.01944687,0.86597,-0.86597,-3.77E-07,-49.675,0.090775,49.584,-0.17173,-0.27215,0.44389,0,0,0
0.01944687,0.86597,-0.86597,-3.77E-07,-49.675,0.090775,49.584,-0.17173,-0.27215,0.44389,0,0,0
0.01954687,0.8842,-0.84651,-0.037688,-48.565,-2.0679,50.633,-0.15604,-0.28535,0.44139,0,0,0
0.01964687,0.90117,-0.82584,-0.075322,-47.385,-4.2237,51.609,-0.14013,-0.29815,0.43827,0,0,0
0.01974687,0.91686,-0.80401,-0.11285,-46.139,-6.3735,52.512,-0.12401,-0.31052,0.43453,0,0,0
0.01984687,0.93125,-0.78103,-0.15022,-44.826,-8.5144,53.341,-0.10772,-0.32245,0.43017,0,0,0
0.01994687,0.94431,-0.75694,-0.18737,-43.45,-10.643,54.094,-0.091277,-0.33392,0.4252,0,0,0
0.02004687,0.95604,-0.73178,-0.22426,-42.013,-12.757,54.77,-0.074703,-0.34492,0.41963,0,0,0
0.02014687,0.9664,-0.70558,-0.26082,-40.515,-14.852,55.368,-0.058023,-0.35543,0.41345,0,0,0
0.02024687,0.97539,-0.67837,-0.29702,-38.961,-16.927,55.888,-0.041261,-0.36543,0.4067,0,0,0
0.02034687,0.983,-0.6502,-0.3328,-37.35,-18.978,56.328,-0.02444,-0.37492,0.39936,0,0,0
0.02044687,0.98921,-0.6211,-0.3681,-35.687,-21.001,56.688,-0.0075845,-0.38387,0.39146,0,0,0
0.02054687,0.99401,-0.59113,-0.40288,-33.973,-22.995,56.968,0.0092819,-0.39228,0.383,0,0,0
0.02064687,0.9974,-0.56031,-0.43709,-32.211,-24.956,57.167,0.026135,-0.40013,0.37399,0,0,0
0.02074687,0.99937,-0.5287,-0.47067,-30.403,-26.882,57.285,0.042952,-0.40741,0.36446,0,0,0
0.02084687,0.99992,-0.49633,-0.50359,-28.551,-28.77,57.321,0.059707,-0.41412,0.35441,0,0,0
0.02094687,0.99905,-0.46326,-0.53579,-26.66,-30.616,57.276,0.076377,-0.42023,0.34385,0,0,0
0.02104687,0.99677,-0.42954,-0.56723,-24.73,-32.42,57.15,0.092939,-0.42575,0.33281,0,0,0
0.02114687,0.99306,-0.3952,-0.59786,-22.765,-34.177,56.942,0.10937,-0.43066,0.32129,0,0,0
0.02124687,0.98795,-0.3603,-0.62765,-20.768,-35.886,56.654,0.12564,-0.43497,0.30932,0,0,0
